,name,percent_positive_reviews
12839,A-Tech Cybernetic VR,87.0
12840,Invention,74.0
12842,BRAIN / OUT,80.0
12844,LEGO® City Undercover,70.0
12854,GORN,96.0
12858,A Mortician's Tale,62.0
12862,64.0,91.0
12866,Demonheart,98.0
12868,kuso,96.0
12869,Constructor,70.0
12874,Interkosmos,93.0
12878,Ys VIII: Lacrimosa of DANA / イースVIII-Lacrimosa of DANA-,64.0
12885,The Journey Down: Chapter Three,91.0
12887,Robinson: The Journey,53.0
12891,Marvel's Guardians of the Galaxy: The Telltale Series,87.0
12894,Formata,69.0
12896,My Lovely Daughter,72.0
12897,Yonder: The Cloud Catcher Chronicles,82.0
12911,Afghanistan '11,74.0
12912,Carrier Deck,85.0
12928,Griptape Backbone,92.0
12929,Metal Waltz: Anime tank girls,78.0
12933,Soul Saber 2,63.0
12934,Old Man's Journey,88.0
12935,Black Mirror,47.0
12937,Insurgency: Sandstorm,77.0
12939,FoxTail,98.0
12944,Sakura Magical Girls,71.0
12947,Sword With Sauce,84.0
12948,Numberline,85.0
12965,MONSTER HUNTER: WORLD,67.0
12968,Assassin's Creed® Origins,84.0
12973,Everything,84.0
12976,Warriors: Rise to Glory!,85.0
12983,We Were Here,92.0
12985,Passpartout: The Starving Artist,78.0
12986,The Invisible Hours,94.0
12989,Copoka,79.0
12990,Black Desert Online,64.0
12993,Estranged: Act II,81.0
12999,VoiceAttack,94.0
13001,Princess Maker Refine,74.0
13008,The End Is Nigh,93.0
13009,InfiniPicross,75.0
13017,Slash It 2,93.0
13019,Faerie Solitaire Remastered,82.0
13020,Artifact,49.0
13024,Freedom Locomotion VR,90.0
13027,The Trail: Frontier Challenge,77.0
13028,Sonic Mania,90.0
13036,Stayin' Alive,77.0
13037,Conductor,95.0
13039,Late Shift,89.0
13040,The Long Reach,88.0
13044,Open Sorcery,98.0
13053,GameMaker Studio 2 Desktop,76.0
13054,Trailmakers,76.0
13056,Shadows: Awakening,77.0
13058,FEMINAZI: The Triggering,82.0
13065,Minimalism,66.0
13072,Leaving Lyndow,80.0
13074,Once on a windswept night,89.0
13075,Sweetest Monster,94.0
13076,Harvest Moon: Light of Hope Special Edition,75.0
13077,Wild Guns Reloaded,89.0
13080,Wayout 2: Hex,93.0
13084,Shardbound,76.0
13090,BlazBlue Centralfiction,90.0
13094,Street Fighter 30th Anniversary Collection,59.0
13096,Soul Searching,91.0
13102,UBERMOSH:WRAITH,89.0
13104,VITATIO 2,71.0
13123,Sonny,61.0
13127,Mini Ghost,97.0
13131,The Wizards - Enhanced Edition,87.0
13132,Upside Down,87.0
13133,Hungry Flame,74.0
13134,MadOut2 BigCityOnline,67.0
13136,First Strike: Final Hour,87.0
13139,Ys SEVEN,91.0
13140,Ys: Memories of Celceta,93.0
13143,Jet Island,97.0
13144,Tokyo Xanadu eX+,90.0
13150,Cart Racer,72.0
13151,I Expect You To Die,93.0
13153,Saurian,68.0
13154,Chroma Lab,98.0
13160,Nature Treks VR,87.0
13162,OKAMI HD / 大神 絶景版,92.0
13171,Tales of Escape,75.0
13175,Derail Valley,89.0
13176,WILL: A Wonderful World / WILL：美好世界,95.0
13185,Pizza Connection 3,42.0
13186,Totemori,86.0
13187,Tower!3D Pro,56.0
13189,HELLION,67.0
13191,Frisky Business,85.0
13197,Fallout Shelter,86.0
13204,Dead Cells,95.0
13205,"Peace, Death!",94.0
13207,Majotori,97.0
13213,Kingsway,90.0
13214,Oik,89.0
13225,Dreadhalls,96.0
13232,Holdfast: Nations At War,85.0
13234,Catch a Lover,53.0
13235,Ni no Kuni™ II: Revenant Kingdom,83.0
13238,Grass Cutter - Mutated Lawns,90.0
13243,Shovel Knight: Specter of Torment,90.0
13244,Hakuoki: Kyoto Winds / 薄桜鬼 真改　風ノ章 / 薄櫻鬼 真改　風之章,85.0
13245,Kindergarten,94.0
13248,Double Kick Heroes,82.0
13253,Revhead,76.0
13254,Green Elephant 2D,95.0
13255,The Red Strings Club,92.0
13258,Learn to Fly 3,88.0
13261,Canvas The Gallery,93.0
13263,Into the Breach,92.0
13270,Remnants of Naezith,98.0
13273,Sprint Vector,88.0
13279,炎黄战纪之三国烽烟,68.0
13291,Production Line : Car factory simulation,87.0
13292,Bomb Squad Academy,84.0
13293,Zup! 4,88.0
13294,Parkasaurus,97.0
13299,Candleman: The Complete Journey,95.0
13303,Sniper Fury,41.0
13311,Animation Throwdown: The Quest for Cards,70.0
13322,Dungeon Painter Studio,82.0
13339,Insidia,69.0
13344,The Adventures of Fei Duanmu 端木斐异闻录,93.0
13349,Cat Quest,96.0
13355,Empire Architect,68.0
13359,PixARK,62.0
13360,The Last Conflict,66.0
13381,Visage,87.0
13386,Deadly Hunter VR,84.0
13388,Total War: WARHAMMER II,87.0
13390,Hunt Showdown,75.0
13392,Shuyan Saga™,87.0
13407,Gran Skrea Online,79.0
13410,Immortal Redneck,91.0
13415,Throne of Lies® The Online Game of Deceit,85.0
13420,Sky Knights,94.0
13421,CPU Invaders,84.0
13422,Flix and Chill,82.0
13425,FINAL FANTASY XII THE ZODIAC AGE,86.0
13431,One Hour One Life,80.0
13433,SAMURAI WARRIORS: Spirit of Sanada,76.0
13434,AirMech Wastelands,73.0
13456,Tap Adventure: Time Travel,67.0
13462,Drop Hunt - Adventure Puzzle,85.0
13467,SUNLESS SKIES,80.0
13470,Aircraft Evolution,88.0
13475,Hyper Knights,89.0
13476,Clone Drone in the Danger Zone,95.0
13480,West of Loathing,98.0
13481,Shotgun Legend,96.0
13487,OVIVO,91.0
13492,Live Wallpaper Master,68.0
13497,Age of Rivals,90.0
13500,Slasher's Keep,92.0
13501,Nevrosa: Prelude,91.0
13507,SimAirport,77.0
13510,Roots of Insanity,72.0
13511,"Slice, Dice & Rice",66.0
13512,Dungeon Creepster,50.0
13524,The Vagrant,90.0
13526,Carcassonne - Tiles & Tactics,77.0
13530,Mashinky,88.0
13531,The Coin Game,92.0
13538,The Blackout Club,89.0
13541,Graveyard Keeper,76.0
13544,Battle for Wesnoth,93.0
13547,Weapon Shop Fantasy,80.0
13554,Crisis in the Kremlin,84.0
13559,Dogolrax,73.0
13562,The Coma: Recut,85.0
13564,Life Forge - Reborn ORPG,68.0
13565,Belko VR: An Escape Room Experiment,87.0
13579,Paradigm,96.0
13581,Mob Rule Classic,78.0
13585,Dustwind,77.0
13586,Megaquarium,91.0
13597,Trackmania² Lagoon,61.0
13599,Star Trek Timelines,52.0
13601,The Gardens Between,94.0
13602,Hotel Anatolia,73.0
13604,Attack on Titan 2 - A.O.T.2 - 進撃の巨人２,85.0
13609,Devil May Cry 5,92.0
13620,The Evil Within 2,92.0
13623,Yu-Gi-Oh! Duel Links,76.0
13625,Darkarta: A Broken Heart's Quest Collector's Edition,88.0
13626,Veil of Crows,64.0
13632,My Name is You,80.0
13636,Sparc,85.0
13638,Spark the Electric Jester,91.0
13659,Train Valley 2,90.0
13664,NEKOPARA Vol. 3,97.0
13669,Clatter,87.0
13674,hack_me 2,71.0
13681,Skautfold: Usurper,73.0
13687,ATOMINE,80.0
13690,Connected Hearts - Visual novel,88.0
13692,Tank Destroyer,79.0
13696,The Cat Games,90.0
13700,Don't cut your hand,82.0
13709,A Robot Named Fight!,90.0
13719,Age of Civilizations II,80.0
13722,Sounds of Her Love,91.0
13726,Pixel Shopkeeper,81.0
13727,Monolith,99.0
13735,Shotgun Farmers,88.0
13737,The Crown of Leaves,98.0
13739,Another Adventure,91.0
13740,Running Through Russia,69.0
13741,Tank Force,62.0
13746,aMAZE,75.0
13761,Grey Hack,86.0
13765,In Death,92.0
13767,What's under your blanket 2 !?,73.0
13770,Dawn,90.0
13771,"Flashing Lights - Police, Firefighting, Emergency Services Simulator (警情，消防，急救)",70.0
13775,Organ Quarter,93.0
13780,Heart's Medicine - Hospital Heat,96.0
13786,Moonlighter,78.0
13788,Thea 2: The Shattering,82.0
13790,Darksiders III,71.0
13792,Shadows 2: Perfidia,78.0
13795,Flood of Light,96.0
13797,HellSign,86.0
13798,Grisaia Phantom Trigger Vol.1,92.0
13801,Silver,92.0
13803,Sphinx and the Cursed Mummy,92.0
13805,Sine Mora EX,70.0
13807,Startup Company,78.0
13809,Nephise,66.0
13811,Masters of Anima,92.0
13819,Wargroove,80.0
13823,Tanki X,67.0
13826,McOsu,89.0
13830,Necrosphere,91.0
13831,Escape: VR,85.0
13832,Epic Snails,94.0
13844,Accel World VS. Sword Art Online Deluxe Edition,80.0
13845,Sword Art Online: Hollow Realization Deluxe Edition,80.0
13847,Null Vector,96.0
13854,Last Tale,77.0
13859,Guns of Icarus Alliance,75.0
13862,The Archotek Project,50.0
13865,STAR OCEAN™ - THE LAST HOPE -™ 4K & Full HD Remaster,69.0
13867,FAR: Lone Sails,93.0
13870,Minit,90.0
13873,KROSMAGA,72.0
13875,Realm Grinder,83.0
13879,UltraGoodness,77.0
13880,The Jackbox Party Pack 4,84.0
13881,WARRIORS ALL-STARS / 無双☆スターズ,79.0
13885,Star Story: The Horizon Escape,86.0
13887,Zup! Zero,93.0
13888,Ratty Catty,61.0
13892,Willy-Nilly Knight,75.0
13902,Games&Girls,73.0
13904,Your Friend Hana,64.0
13907,Phantom Soldier,41.0
13909,红石遗迹 - Red Obsidian Remnant,87.0
13911,CityBattle | Virtual Earth,66.0
13912,Tube Tycoon,67.0
13919,Karnage Chronicles,93.0
13924,Evil Tag,69.0
13926,Quake Champions,69.0
13930,Fallout 4 VR,69.0
13931,The Elder Scrolls V: Skyrim VR,84.0
13937,Don't Escape: 4 Days in a Wasteland,99.0
13940,House Party,85.0
13941,Jidousha Shakai,56.0
13948,Oik 2,92.0
13950,Zombidle : REMONSTERED,87.0
13953,Kio's Adventure,79.0
13954,These nights in Cairo,94.0
13955,Sweet fantasy,82.0
13964,Sudden Strike Gold,84.0
13966,PAKO 2,94.0
13968,Dandara,75.0
13971,Bio Inc. Redemption,87.0
13979,Detective Butler: Maiden Voyage Murder,79.0
13980,SAELIG,78.0
13985,Wolfenstein II: The New Colossus,72.0
13987,Fight of Gods,85.0
13991,House Flipper,80.0
13994,Unworthy,86.0
13998,Dinosis Survival,51.0
14001,DUNGEONS OF CHAOS,94.0
14005,Please Knock on My Door,93.0
14006,The Inner World - The Last Wind Monk,89.0
14010,The Chronicles of Dragon Wing - Reborn,81.0
14011,Need For Drink,75.0
14013,CHRONO TRIGGER®,75.0
14016,Zoo Tycoon: Ultimate Animal Collection,49.0
14019,Rhythm Rush!,78.0
14034,Dishonored®: Death of the Outsider™,84.0
14035,Tiny Rails,70.0
14046,#monstercakes,88.0
14047,The Misfits,57.0
14048,Shootout on Cash Island,89.0
14056,COMPOUND,98.0
14070,Orbt XL,98.0
14084,SPACEPLAN,91.0
14085,Hide vs. Seek,31.0
14087,Crystalline,97.0
14089,Crimson Earth,55.0
14091,Ultimate Epic Battle Simulator,68.0
14097,Live2DViewerEX,88.0
14098,克莉丝的炎之信仰 Cryste: the Faith of Fire Vol.1,91.0
14106,Home Sweet Home,85.0
14112,Juanito Arcade Mayhem,95.0
14113,Tower of Time,87.0
14119,Dong-Jin Rice-hime（東津萌米）,90.0
14120,Zup! S,94.0
14123,Weed Shop 2,82.0
14127,SUPERHOT VR,88.0
14131,Martial Arts Brutality,84.0
14133,Barro,73.0
14148,Battle Bruise,93.0
14159,1bitHeart,95.0
14160,Beat Hazard 2,92.0
14164,Agatha Knife,96.0
14165,Outcast - Second Contact,87.0
14171,while True: learn(),90.0
14175,Gloom,85.0
14176,Out of the Park Baseball 19,84.0
14187,cyubeVR,90.0
14196,The Swords of Ditto,52.0
14199,ATOMEGA,76.0
14201,Just Cause™ 3: Multiplayer Mod,71.0
14208,Gunsmith,78.0
14210,Fatal Twelve,93.0
14211,Catmaze,86.0
14212,Outrunner,84.0
14218,Mirt. Tales of the Cold Land. Chapter one,86.0
14221,Ancestors Legacy,74.0
14233,Beat Saber,93.0
14237,PC Building Simulator,89.0
14238,Legends of Ellaria,81.0
14243,Nantucket,78.0
14247,Strain Tactics,81.0
14248,WRC 7 FIA World Rally Championship,66.0
14250,Phoenix Dynasty 2,41.0
14251,Attack of the Earthlings,86.0
14256,Zooicide,66.0
14260,Offensive Combat: Redux!,65.0
14262,Fate/EXTELLA LINK,91.0
14268,Freaky Awesome,63.0
14272,Steampunk Tower 2,82.0
14281,Bendy and the Ink Machine™,88.0
14284,Weedcraft Inc,75.0
14285,Hacktag,73.0
14289,Pixel Shinobi Nine demons of Mamoru,91.0
14298,planetarian HD,99.0
14303,Arcfall,56.0
14319,Ambre - a heartbreaking kinetic novel,76.0
14324,HIVESWAP: Act 1,94.0
14329,Football Manager 2018,64.0
14331,The Painscreek Killings,86.0
14335,Fantasynth: Chez Nous,96.0
14348,Battlezone: Combat Commander,83.0
14360,Doodle God Blitz,66.0
14362,The Red Stare,92.0
14376,God Awe-full Clicker,65.0
14381,Yomawari: Midnight Shadows / 深夜廻,97.0
14383,Office Space: Idle Profits,64.0
14391,LoveKami -Useless Goddess-,81.0
14396,TT Isle of Man,69.0
14400,Kreedz Climbing,77.0
14401,Sword Art Online: Fatal Bullet,73.0
14407,Injustice™ 2,80.0
14416,Idle Champions of the Forgotten Realms,81.0
14424,Romance of the Three Kingdoms IX with Power Up Kit / 三國志IX with パワーアップキット,86.0
14425,Romance of the Three Kingdoms X with Power Up Kit / 三國志X with パワーアップキット,79.0
14426,Romance of the Three Kingdoms 11 with Power Up Kit / 三國志11 with パワーアップキット,88.0
14438,All Walls Must Fall - A Tech-Noir Tactics Game,82.0
14441,Multiplayer FPS Demo,55.0
14451,The Flaws of Gravity,61.0
14454,Adolescent Santa Claus,86.0
14455,aMAZE 2,83.0
14457,Tangledeep,88.0
14458,Super Hydorah,97.0
14462,NOBUNAGA'S AMBITION: Taishi / 信長の野望･大志,34.0
14467,Lydia,91.0
14474,Rise of Insanity,80.0
14482,Graze Counter,97.0
14485,Symphonic Rain,96.0
14486,Vaporum,90.0
14488,Blade and Sorcery,87.0
14489,Tiny Echo,87.0
14492,Caligo,76.0
14494,Clicker Heroes 2,68.0
14495,夏花的轨迹——A summer promise to forever,75.0
14498,War Tech Fighters,80.0
14500,Consummate:Missing World,96.0
14503,SoulWorker - Anime Action MMO,76.0
14508,The Mummy Demastered,80.0
14518,Mana Spark,87.0
14529,Devil May Cry HD Collection,85.0
14536,Airtone,96.0
14540,Immortal Planet,88.0
14542,CrossCells,84.0
14546,The Fidelio Incident,81.0
14555,Hobo: Tough Life,67.0
14556,Cyberdimension Neptunia: 4 Goddesses Online | 四女神オンライン CYBER DIMENSION NEPTUNE | 四女神ONLINE 幻次元遊戲戰機少女,88.0
14557,Risk of Rain 2,95.0
14568,Orwell: Ignorance is Strength,78.0
14569,FAST BEAT LOOP RACER GT | 環狀賽車GT,67.0
14570,Nongünz,61.0
14571,NARUTO TO BORUTO: SHINOBI STRIKER,55.0
14575,Remothered: Tormented Fathers,78.0
14576,Who's your Santa !?,87.0
14579,Tannenberg,83.0
14586,Fall of Light: Darkest Edition,62.0
14593,Cattails | Become a Cat!,95.0
14598,PLUTONIUM,59.0
14605,Distrust: a Long Dark Polar Survival,77.0
14607,Evil Genome 光明重影,72.0
14608,CarX Drift Racing Online,89.0
14610,Ski Sniper,86.0
14611,Last Day of June,87.0
14619,Dragonia,87.0
14626,Little Busters! English Edition,99.0
14631,Pixel Worlds: MMO Sandbox,61.0
14634,Tesla vs Lovecraft,89.0
14635,Cyberhunt,82.0
14646,Rez Infinite,92.0
14649,Ravenfield,94.0
14653,Nights of Azure 2: Bride of the New Moon / よるのないくに２ ～新月の花嫁～,78.0
14665,Tales Of Glory,84.0
14669,BATTLETECH,74.0
14670,Sonic Forces,67.0
14675,FINAL FANTASY XV WINDOWS EDITION,77.0
14676,Secret of Mana,64.0
14677,Confess My Love,94.0
14684,When Ski Lifts Go Wrong,91.0
14687,Murderous Pursuits,61.0
14688,Desert Bus VR,88.0
14689,Moero Chronicle | 限界凸記 モエロクロニクル | 極限凸記　萌萌編年史,73.0
14694,Sword Art Online Re: Hollow Fragment,79.0
14703,Yakuza 0,87.0
14704,Ultrawings,90.0
14705,Minecraft: Story Mode - Season Two,90.0
14710,Operation Warcade VR,97.0
14722,Deep Space Waifu: FLAT JUSTICE,96.0
14723,DEEP SPACE WAIFU,97.0
14727,Soldiers of the Universe,52.0
14730,Tale of Toast,52.0
14737,UBERMOSH Vol.5,96.0
14739,The LEGO® NINJAGO® Movie Video Game,83.0
14744,Pathfinder: Kingmaker,71.0
14749,Fashioning Little Miss Lonesome,88.0
14751,Trials® Rising,54.0
14753,The Drone Racing League Simulator,74.0
14758,BOXVR,88.0
14760,The Escapists 2,81.0
14763,Coming Out on Top,95.0
14766,Blocksworld,60.0
14768,Art Of Gravity,93.0
14783,OLDTV,95.0
14789,Fugl,85.0
14792,Kitten Adventures in City Park,92.0
14793,Strikey Sisters,94.0
14798,Ironbound,69.0
14802,RUN ROOMS,71.0
14806,Starlight of Aeons,83.0
14807,MEMORIES OF MARS,58.0
14811,D&D Lords of Waterdeep,86.0
14814,Outbreak: The New Nightmare,71.0
14816,Dies irae ~Amantes amentes~,84.0
14817,篱笆庄秘闻 / Mysteries of Fence,90.0
14818,Mirror,97.0
14819,Material Girl,91.0
14822,Band of Defenders,54.0
14830,They Are Billions,86.0
14831,Zup! 5,92.0
14834,Trophy Fishing 2,67.0
14847,Spider-Man: Homecoming - Virtual Reality Experience,61.0
14849,Car Mechanic Simulator 2018,77.0
14851,Fantasia of the Wind - 风之幻想曲,90.0
14853,RESONANCE OF FATE™/END OF ETERNITY™ 4K/HD EDITION,84.0
14856,Home Wars,65.0
14868,Dead Effect 2 VR,83.0
14870,60 Parsecs!,82.0
14883,Egypt: Old Kingdom,86.0
14885,Slay the Spire,96.0
14890,The Crew™ 2,51.0
14900,Transference™,75.0
14904,LEGO® Marvel Super Heroes 2,76.0
14911,Rusted Warfare - RTS,95.0
14918,レイジングループ,97.0
14919,Pixel Painter,79.0
14923,Jurassic World Evolution,71.0
14925,Marie's Room,95.0
14926,Hand of the Gods,58.0
14938,Raft,78.0
14947,Blast Zone! Tournament,50.0
14954,Twins of the Pasture,73.0
14955,Swords and Sandals 2 Redux,72.0
14958,Ashes Cricket,74.0
14968,Caliban Below,95.0
14969,Mini Guns - Omega Wars,61.0
14971,DOOM VFR,58.0
14974,Princess Maker 3: Fairy Tales Come True,59.0
14975,Interplanetary: Enhanced Edition,80.0
14979,Warbanners,74.0
14981,ZONE OF THE ENDERS THE 2nd RUNNER : M∀RS / アヌビス ゾーン・オブ・エンダーズ : マーズ,70.0
14984,Grimoire : Heralds of the Winged Exemplar (V2),68.0
14986,Yume Nikki,91.0
14990,侠客风云传前传(Tale of Wuxia:The Pre-Sequel),63.0
14996,Rogue Empire: Dungeon Crawler RPG,85.0
15011,My Memory of Us,99.0
15018,Halcyon 6: Starbase Commander (LIGHTSPEED EDITION),77.0
15034,Oats Studios - Volume 1 Assets,95.0
15070,Loading Screen Simulator,86.0
15077,Chroma Blast,81.0
15078,Return of the Obra Dinn,97.0
15086,Your Smile Beyond Twilight:黄昏下的月台上,95.0
15092,JYDGE,87.0
15101,旧手表 - Old Watch,85.0
15121,Bermuda - Lost Survival,79.0
15131,Masked Forces: Zombie Survival,68.0
15132,Dream Daddy: A Dad Dating Simulator,89.0
15133,qop,91.0
15139,Dude Simulator,50.0
15141,VODKA,93.0
15145,Crazy Ball Adventures,86.0
15146,Oik 3,88.0
15150,welcome to heaven,69.0
15158,Escape The Pacific,61.0
15169,Solar Settlers,98.0
15171,NOKBAK,69.0
15181,This Strange Realm Of Mine,83.0
15183,Crimson Gray,96.0
15184,Project 5: Sightseer,78.0
15185,Fly Simulator,62.0
15195,Salty Fish Go!,91.0
15198,PLANETS OF WAR,51.0
15201,电竞俱乐部/ESports Club,58.0
15204,Heat,52.0
15226,Slash It Ultimate,74.0
15233,RICO,76.0
15245,Lucky Night: Texas Hold'em VR,85.0
15248,Humanity Must Perish,84.0
15250,Robothorium: Sci-fi Dungeon Crawler,79.0
15254,Hand Simulator,79.0
15256,Tracks - The Toy Train Set Game,93.0
15271,Fidget Spinner,83.0
15272,The Caribbean Sail,91.0
15274,Ballistic Attack,77.0
15287,ClickRaid,85.0
15291,BLUE REFLECTION / BLUE REFLECTION　幻に舞う少女の剣,81.0
15298,Mini Battlegrounds,67.0
15303,Zup! Zero 2,93.0
15304,Zup! 7,95.0
15305,FURIDASHI: Drift Cyber Sport,83.0
15307,Lawnmower Game,75.0
15309,Wonderful Everyday Down the Rabbit-Hole,97.0
15310,Anonymous ME,60.0
15321,Do Not Feed the Monkeys,93.0
15325,Valnir Rok Survival RPG,61.0
15336,"Sorry, James",80.0
15345,Warsim: The Realm of Aslona,97.0
15366,Field of Glory II,90.0
15384,b,90.0
15390,Flow:The Sliding,74.0
15413,LineWay,95.0
15432,Witch Hunt,89.0
15437,Claybook,73.0
15445,Metal as Phuk,97.0
15466,Bombix,68.0
15479,Granado Espada,59.0
15481,Sunrise: survival,61.0
15490,All You Can Eat,89.0
15493,Enlightenment,73.0
15496,Tales from Candlekeep: Tomb of Annihilation,77.0
15497,Rento Fortune - Online Dice Board Game,52.0
15514,Eternity Warriors™ VR,86.0
15519,Draw Puzzle 画之谜,98.0
15528,WWE 2K18,50.0
15543,Wrongworld,95.0
15546,Zombotron,89.0
15554,The Initial,78.0
15555,Jetman Go,82.0
15558,Dark Elf,90.0
15562,弹幕音乐绘 ～风雷幻奏曲～ / Barrage Musical  ~A Fantasy of Tempest~,97.0
15563,Stream Avatars,93.0
15565,Wrestling Revolution 3D,80.0
15568,Comedy Night,77.0
15571,The Monster Inside,87.0
15590,Shark Dating Simulator XL,91.0
15600,My Time At Portia,91.0
15602,CS2D,89.0
15608,Inertia,78.0
15611,Infectonator 3: Apocalypse,74.0
15623,Skirmish Line,87.0
15625,Bit Heroes,76.0
15650,Drunken Wrestlers 2,82.0
15651,Sky Force Reloaded,93.0
15656,Red Faction Guerrilla Re-Mars-tered,77.0
15665,MINDNIGHT,83.0
15667,Dead Maze,72.0
15671,VTOL VR,95.0
15673,Incline,48.0
15676,Super Fancy Pants Adventure,87.0
15689,Tricolour Lovestory,91.0
15704,Mutiny!!,88.0
15706,Nation War:Chronicles | 国战:列国志传,74.0
15718,The Ultimatest Battle,77.0
15739,D'LIRIUM,94.0
15747,Real Pool 3D - Poolians,72.0
15751,The Free Ones,80.0
15785,Metropolis: Lux Obscura,80.0
15786,Rise of Industry,85.0
15789,DESOLATE,70.0
15794,Beast Battle Simulator,83.0
15798,Dead Horizon,95.0
15799,Robin,85.0
15802,Run!ZombieFood!,77.0
15841,Academia : School Simulator,69.0
15842,War Robots VR: The Skirmish,83.0
15845,Call of War,50.0
15849,Find You,95.0
15859,High Hell,86.0
15864,The Ranger: Lost Tribe,83.0
15865,AMID EVIL,98.0
15868,Frontier Pilot Simulator,71.0
15883,IOSoccer,74.0
15888,Airport CEO,78.0
15894,Super Bunny Man,84.0
15902,"Warhammer 40,000: Mechanicus",90.0
15906,Farm Together,91.0
15909,World War 3,63.0
15927,Einar,62.0
15931,Fight'N Rage,94.0
15937,Yet Another Zombie Defense HD,80.0
15945,Stick Fight: The Game,90.0
15948,MudRunner,83.0
15961,Batman: The Enemy Within - The Telltale Series,86.0
15968,NAVYFIELD,67.0
15970,Super POTUS Trump,56.0
15973,ShineG In The Zombies,81.0
15987,Legend Of Mercy 神医魔导,84.0
15998,SiNKR,94.0
15999,PUSH,90.0
16006,Time Warpers,93.0
16020,Island Dash,83.0
16022,Subsurface Circular,95.0
16024,Contagion VR: Outbreak,71.0
16036,Heroes of Hammerwatch,80.0
16037,We Were Here Too,78.0
16038,Pantropy,55.0
16047,The Colonists,81.0
16050,Outpost Zero,70.0
16083,Gal*Gun VR,92.0
16086,鸿源战纪 - Tales of Hongyuan,79.0
16093,SAS: Zombie Assault 4,81.0
16102,DRAGON BALL FighterZ,82.0
16112,Bus Driver Simulator 2019,56.0
16113,Antaria Online,74.0
16116,Relik,88.0
16122,Lisa's Memory - 丽莎的记忆,89.0
16133,Catch & Release,93.0
16149,The Heiress,87.0
16153,Regions Of Ruin,86.0
16157,ICY: Frostbite Edition,90.0
16175,HEADLINER,74.0
16189,Descenders,91.0
16191,Helium Rain,85.0
16196,ZomDay,89.0
16208,Bless Online,41.0
16228,Discord Bot Maker,81.0
16229,Undead Development,84.0
16237,Zeus' Battlegrounds,54.0
16245,恒水中学连环虐杀 / The untold story of hengshui school,85.0
16249,MarZ: Tactical Base Defense,74.0
16250,SG/ZH: School Girl/Zombie Hunter,71.0
16277,GRIS,96.0
16297,RollerCoaster Tycoon® Classic,73.0
16311,Silicon Zeroes,96.0
16312,BLADENET,66.0
16317,Bridge Constructor Portal,90.0
16326,Shoppe Keep 2 - Business and Agriculture RPG Simulation,62.0
16331,Battlegun,66.0
16348,Transport Defender,77.0
16349,Delivery from the Pain,78.0
16352,Skelly Selest,96.0
16357,Sakura Gamer,88.0
16358,Guns'n'Stories: Bulletproof VR,91.0
16366,Joy Pony,63.0
16376,Cat Girl,59.0
16377,Killing Time,74.0
16378,Door Kickers: Action Squad,92.0
16380,Forged Battalion,65.0
16381,Insanity VR: Last Score,87.0
16393,Rapture Rejects,48.0
16398,Computer Tycoon,78.0
16406,Tokyo Dark,91.0
16418,Juniper's Knot,97.0
16423,辣条杂货店:令人感动的童年回忆，经典策略模拟经营解密,58.0
16426,Yandere School,56.0
16428,Transparent Black,94.0
16429,Head Goal: Soccer Online,77.0
16433,Tropical Liquor,82.0
16434,Mothlight,95.0
16438,Odd Realm,88.0
16441,Pogostuck: Rage With Your Friends,77.0
16453,Bad North,79.0
16455,汉匈决战/Han Xiongnu Wars,47.0
16456,EVE: Valkyrie – Warzone,61.0
16481,Asyula 方舟之链,90.0
16483,Microtransaction Simulator,88.0
16500,TurnSignal,97.0
16504,Les Fleursword,56.0
16506,Mad Crown,82.0
16509,Youtubers Clicker,71.0
16513,Darkestville Castle,95.0
16514,Another Lost Phone: Laura's Story,93.0
16516,SUPERHOT: MIND CONTROL DELETE,87.0
16517,SORE,63.0
16521,Sword Legacy Omen,80.0
16535,Black Survival / 黑色幸存者,76.0
16536,灵魂筹码 Soul at Stake,76.0
16541,MagiCats Builder (Crazy Dreamz),68.0
16547,DiRT Rally 2.0,60.0
16548,Killing Floor: Incursion,63.0
16550,Foundation,76.0
16554,Evening Surprise,89.0
16556,Fog Of War - Free Edition,46.0
16559,Saku Saku: Love Blooms with the Cherry Blossoms,93.0
16560,Electronauts - VR Music,91.0
16565,SINNER: Sacrifice for Redemption,75.0
16566,Gun Club VR,84.0
16567,Alchemage,84.0
16570,Misao: Definitive Edition,98.0
16581,Ash of Gods: Redemption,80.0
16584,FPV Drone Simulator,66.0
16586,Eiyu*Senki – The World Conquest,96.0
16598,Infliction,86.0
16620,Underworld Ascendant,31.0
16622,XXZ,73.0
16670,Army Men RTS,84.0
16675,notmycar,43.0
16685,Smoke and Sacrifice,80.0
16687,The Golf Club™ 2019 featuring PGA TOUR,63.0
16697,This Grand Life,75.0
16698,新仙剑奇侠传 单机版(Chinese Paladin：Sword and Fairy),41.0
16708,Super Seducer : How to Talk to Girls,83.0
16712,Treadnauts,86.0
16721,No Heroes Here,90.0
16723,SENRAN KAGURA Peach Beach Splash,73.0
16724,Bullet Witch,66.0
16730,BROKE PROTOCOL: Online City RPG,63.0
16736,The Norwood Suite,81.0
16739,Lake Ridden,89.0
16743,XXZ: XXL,80.0
16764,It Lurks Below,89.0
16767,Idle Bouncer,88.0
16788,Star Shelter,88.0
16797,Dungeon Warfare 2,88.0
16802,Deep Sky Derelicts,77.0
16805,KILL THE EMOJI 😱,84.0
16808,Doki Doki Literature Club!,97.0
