,name,percent_positive_reviews
16811,Metaverse Keeper / 元能失控,77.0
16823,Fell Seal: Arbiter's Mark,93.0
16824,Human-powered spacecraft,91.0
16838,Feudal Alloy,76.0
16840,DYING: Reborn,78.0
16852,Despotism 3k,83.0
16857,Life is Feudal: MMO,41.0
16863,SCP: Secret Laboratory,84.0
16868,Selenophobia,74.0
16895,Kingdom Two Crowns,66.0
16919,Short Stories Collection of Class Tangerine,98.0
16928,THE KING OF FIGHTERS '97 GLOBAL MATCH,58.0
16938,March of Empires,55.0
16943,Donut County,84.0
16946,Shooty Skies,91.0
16948,BlazBlue: Cross Tag Battle,73.0
16966,Zeal,71.0
16968,Hidden & Dangerous 2: Courage Under Fire,96.0
16973,Wooden Battles,72.0
16979,Our End of the World,78.0
16986,Animal Super Squad,87.0
16991,Just Fishing,75.0
16994,Cattle and Crops,76.0
16995,Castle Clicker : Building Tycoon,62.0
17000,"BLOCK WARRIORS: ""Open World"" Game",50.0
17002,Generation Zero,45.0
17010,Neverwinter Nights: Enhanced Edition,78.0
17012,VR Furballs - Demolition,99.0
17017,Evolution of Ages: Settlements,86.0
17026,The Walking Vegetables,94.0
17027,Thief Simulator,78.0
17040,Death Coming,91.0
17043,Tactical Monsters Rumble Arena,90.0
17048,Hakoniwa Explorer Plus,84.0
17049,Strange Telephone,82.0
17072,Wuxing Master(CCG),73.0
17079,Fade to Silence,69.0
17095,Jimmy and the Pulsating Mass,94.0
17103,BLOCKPOST,71.0
17105,Will To Live Online,71.0
17111,Hatsune Miku VR / 初音ミク VR,75.0
17123,Slapshot,79.0
17142,Shark Simulator,79.0
17148,The Exorcist: Legion VR - Chapter 1: First Rites,80.0
17183,Override: Mech City Brawl,71.0
17209,Cinderella Escape 2 Revenge,91.0
17223,Little Witch Academia: Chamber of Time,85.0
17228,Don't Sink,78.0
17275,CHUCHEL,74.0
17280,Monster Energy Supercross - The Official Videogame,71.0
17282,Never Split the Party,74.0
17287,Elise the Devil,92.0
17290,Otaku's Fantasy,90.0
17293,Total War Saga: THRONES OF BRITANNIA,57.0
17309,SIMULACRA,93.0
17314,King Exit,94.0
17332,Beyond the Sunset 斜阳下的彼岸,96.0
17344,Armored Kitten,89.0
17351,Sevgilim Olur musun ?,65.0
17362,Aim Lab,81.0
17363,Idle Adventure,71.0
17383,Maitetsu,98.0
17389,Diamo XL,96.0
17390,The Islander,74.0
17398,Urban Rivals,58.0
17409,Eastshade,85.0
17411,The Endless Journey,88.0
17433,Guns'n'Stories: Preface VR,88.0
17436,Blackberry Honey,98.0
17442,EXAPUNKS,97.0
17446,Sigma Theory: Global Cold War,84.0
17447,Yorkshire Gubbins,99.0
17449,東方憑依華　～ Antinomy of Common Flowers.,90.0
17479,Reigns: Her Majesty,85.0
17486,Hold Your Own,70.0
17492,Rainbow Snake,79.0
17502,Princess.Loot.Pixel.Again x2,86.0
17505,Super Dungeon Boy,79.0
17514,Cubic,85.0
17517,LSD,63.0
17525,Scythe: Digital Edition,73.0
17526,Dark Devotion,70.0
17527,Driftland: The Magic Revival,83.0
17529,Cultist Simulator,75.0
17540,Prey with Gun 带枪的猎物,93.0
17554,The Wall,79.0
17565,Taima Miko Yuugi,91.0
17570,Mesozoica,30.0
17572,War Planet Online: Global Conquest,49.0
17577,PUSS!,91.0
17581,Beasts of Bermuda,65.0
17585,Indecision.,81.0
17588,Shikhondo(食魂徒) - Soul Eater,85.0
17591,Welcome to the Game II,81.0
17593,Fox Hime,86.0
17610,La Tale - Evolved,52.0
17612,SKYBOX VR Video Player,84.0
17636,Dominions 5 - Warriors of the Faith,94.0
17639,SURV1V3,83.0
17643,L.A. Noire: The VR Case Files,63.0
17659,Chinese Chess/ Elephant Game: 象棋/ 中国象棋/ 中國象棋,79.0
17661,Cogmind,97.0
17670,CASE 2: Animatronics Survival,78.0
17675,Meltys Quest,98.0
17680,Rumu,91.0
17683,Hunt Down The Freeman,34.0
17692,Modern Combat Versus,56.0
17693,The Pirate: Plague of the Dead,72.0
17713,Roof Rage,95.0
17729,Lines X,82.0
17738,神舞幻想 Faith of Danschant,75.0
17749,Lines X Free,90.0
17754,Slap City,95.0
17770,Path Out,96.0
17782,Unknightly,90.0
17788,Boobs Saga,78.0
17789,Scream Collector,85.0
17797,NBA 2K Playgrounds 2,63.0
17808,Vacation Simulator,88.0
17809,City Game Studio,80.0
17812,Star Wars: Droid Repair Bay,87.0
17814,Succubus Rem,90.0
17819,Village of Adventurers 2,75.0
17848,ШП - ShP,77.0
17870,Next,89.0
17871,Islands of Nyne: Battle Royale,54.0
17879,Holyday City: Reloaded,83.0
17882,Overcooked! 2,81.0
17886,Borderlands Game of the Year Enhanced,64.0
17922,Verdant Skies,86.0
17933,DYNASTY WARRIORS 9 真・三國無双８,24.0
17934,Music Band Manager,58.0
17938,Hammer 2,84.0
17945,The Curse of Monkey Island,97.0
17961,Crash Bandicoot™ N. Sane Trilogy,94.0
17973,Flightless,93.0
17992,SpaceBourne,80.0
17995,Juicy Realm,76.0
17997,Superflight,96.0
18004,Red Crucible®: Reloaded,55.0
18007,Slipstream,87.0
18015,Lines Infinite,92.0
18017,Sudoku Universe / 数独宇宙,92.0
18022,My Big Sister,94.0
18023,Hakuoki: Edo Blossoms / 薄桜鬼 真改　華ノ章 / 薄櫻鬼 真改　華之章,96.0
18027,Flora,71.0
18040,Sakura Cupid,91.0
18044,Not Tonight,84.0
18050,I Can't Believe It's Not Gambling,94.0
18066,BattleRush,66.0
18070,PickCrafter,80.0
18074,Eternal Hour: Golden Hour,91.0
18075,MEANDERS,94.0
18083,EMERGENCY 20,71.0
18095,Project Rhombus,93.0
18096,11-11 Memories Retold,94.0
18104,Trailer Park Boys: Greasy Money,70.0
18108,中国式家长 / Chinese Parents,90.0
18110,Post Scriptum,65.0
18113,Baba Is You,98.0
18122,The Crooked Man,95.0
18128,We. The Revolution,76.0
18146,F1 2018,80.0
18158,Freddy Fazbear's Pizzeria Simulator,93.0
18171,Breathedge,93.0
18172,New Gundam Breaker,48.0
18173,Tales of Vesperia: Definitive Edition,89.0
18179,Train Station Simulator,70.0
18191,Grobda Remix,74.0
18194,Deck Casters,93.0
18198,AntVentor,92.0
18203,Golden Hornet,93.0
18221,Let`s not stay friends,88.0
18233,The Mercury Man,85.0
18238,Crimson Imprint plus -Nonexistent Christmas-,92.0
18240,Irony Of Nightmare,87.0
18248,Echoed World,74.0
18266,Mobile Empire,69.0
18274,"John, The Zombie",62.0
18275,The Hong Kong Massacre,73.0
18277,Hex Commander: Fantasy Heroes,70.0
18281,Easy Red,80.0
18284,Prey: Typhon Hunter,34.0
18286,Wild Animal Sports Day,93.0
18289,DRAGON QUEST® XI: Echoes of an Elusive Age™ - Digital Edition of Light,93.0
18291,Dr. Frank's Build a Boyfriend,87.0
18294,OPUS: Rocket of Whispers,93.0
18295,Mega Man 11 / ロックマン11 運命の歯車!!,93.0
18299,Marble Skies,88.0
18311,Defiance 2050,39.0
18314,MewnBase,95.0
18321,Soccer Manager 2018,66.0
18322,DISTRAINT 2,98.0
18325,Monster Prom,88.0
18328,Achievement Clicker,66.0
18331,Mega Man X Legacy Collection / ロックマンX アニバーサリー コレクション,64.0
18332,Mega Man X Legacy Collection 2 / ロックマンX アニバーサリー コレクション 2,69.0
18338,Groove Coaster,79.0
18340,Rusty Lake Paradise,94.0
18343,Legend of Homebody,87.0
18351,NEKO-NIN exHeart +PLUS Nachi,95.0
18363,Banyu Lintar Angin - Little Storm -,97.0
18364,A Raven Monologue,95.0
18366,Dead Frontier 2,69.0
18375,There Is A Genie In My Szechuan Sauce,78.0
18389,Overclocked,91.0
18395,Reflex,80.0
18397,Perceptions of the Dead,93.0
18402,KARAKARA2,95.0
18404,東方天空璋 ～ Hidden Star in Four Seasons.,99.0
18405,This Is Not A Jumping Game,97.0
18410,A Sky Full of Stars,95.0
18419,The Walking Zombie: Dead City,70.0
18427,Speed Dating for Ghosts,96.0
18439,Cypher,93.0
18448,Chicken Farm 2K17,70.0
18449,Rapid Tap,92.0
18450,OrbusVR: Reborn,81.0
18451,Nippon Marathon,92.0
18459,Keplerth,84.0
18467,Unforgiving - A Northern Hymn,85.0
18468,Gray Dawn,88.0
18497,Treasure Hunter Simulator,61.0
18499,MY HERO ONE'S JUSTICE,83.0
18500,STAND OUT : VR Battle Royale,78.0
18505,The Legend of Heroes: Trails of Cold Steel II,96.0
18524,Rise of Legions,75.0
18548,樱之杜†净梦者 / Sakura no Mori † Dreamers,94.0
18560,DEAD DOZEN Escape,44.0
18579,Diesel Railcar Simulator,95.0
18604,Shadow of the Tomb Raider,71.0
18612,Fractured Lands,54.0
18623,VR Kanojo / VRカノジョ,80.0
18626,TINY METAL,73.0
18636,The Mammoth: A Cave Painting,90.0
18639,Forager,89.0
18684,Mhakna Gramura and Fairy Bell,98.0
18685,STAY,70.0
18688,VoiceActress,88.0
18691,Dungreed,87.0
18702,God's Basement,80.0
18713,Rolling Line,94.0
18728,IL-2 Sturmovik: Cliffs of Dover Blitz Edition,67.0
18733,Six Days of Snow,81.0
18752,ONE PIECE World Seeker,58.0
18755,LIV,93.0
18765,YouTube VR,37.0
18766,Ring of Elysium,75.0
18767,Hades' Star,71.0
18773,Deployment,90.0
18798,Atelier Lydie & Suelle ~The Alchemists and the Mysterious Paintings~,92.0
18817,Paintball War,39.0
18820,Wolf & Rabbit,96.0
18825,Aimtastic,96.0
18827,Truberbrook / Trüberbrook,73.0
18828,qop 2,95.0
18835,Broken Reality,98.0
18852,Away,70.0
18858,茂伸奇谈 / Monobeno,98.0
18864,Dragon Cliff,87.0
18870,Shenmue I & II,92.0
18871,Through the Ages,89.0
18873,AO International Tennis,70.0
18876,Loot Box Quest,96.0
18877,Sprout,96.0
18891,Kynseed,89.0
18896,Ancient Warfare 3,83.0
18907,Meow Go,64.0
18909,Struckd - 3D Game Creator,63.0
18914,RIDE 3,67.0
18921,前程似锦 Excellent Expectations,88.0
18923,HIBIKAKEYIRONOKISEKI / 裂色的奇迹 / ひびかけ色のキセキ,92.0
18929,Mutant Year Zero: Road to Eden,88.0
18933,BYTEPATH,99.0
18942,Cat Burglar: A Tail of Purrsuit,94.0
18947,Deiland,77.0
18957,Hello Charlotte EP3: Childhood's End,99.0
18965,EARTHLOCK,84.0
18980,Navalny 20!8 : The Rise of Evil,92.0
18985,Lamplight City,92.0
18988,Onimusha: Warlords / 鬼武者,93.0
18989,Beholder 2,84.0
18998,Albion Online,56.0
19017,Russian Subway Dogs,98.0
19019,Depraved,78.0
19034,Fruity Smoothie,90.0
19044,Long Live Santa!,84.0
19068,Realm Revolutions,76.0
19069,Maelstrom,86.0
19076,Shantae: Half-Genie Hero Ultimate Edition,88.0
19093,The Messenger,95.0
19098,Fear the Night - 恐惧之夜,65.0
19135,Change,94.0
19137,Light Bearers,86.0
19145,Leisure Suit Larry - Wet Dreams Don't Dry,89.0
19158,A Light in the Dark,95.0
19160,Dying Light: Bad Blood,71.0
19167,Russian Fishing 4,66.0
19173,Gachimuchi Reloaded,95.0
19177,Papich - The Game Ep.1,88.0
19191,Dakar 18,62.0
19196,War Robots,45.0
19205,Assault Spy / アサルトスパイ,85.0
19230,MonteCrypto: The Bitcoin Enigma,48.0
19265,Odysseus Kosmos and his Robot Quest: Episode 1,78.0
19268,Panzer Strategy,73.0
19269,Bad Dream: Fever,75.0
19275,One Deck Dungeon,80.0
19280,PRO EVOLUTION SOCCER 2019,42.0
19290,The Dummy Experiment,63.0
19291,Goblin Gearshop,73.0
19311,Iron League,71.0
19319,Welcome to Light Fields,96.0
19344,TOGETHER VR,68.0
19347,Harvest Seasons,69.0
19365,Hero of the Kingdom III,77.0
19396,Meow Motors,92.0
19404,Game Dev Studio,85.0
19411,Delete,97.0
19417,Freeman: Guerrilla Warfare,84.0
19419,Ostalgie: The Berlin Wall,94.0
19425,Heaven's Vault,91.0
19432,Citystate,70.0
19438,The Jackbox Party Pack 5,79.0
19440,Megadimension Neptunia VIIR | 新次元ゲイム ネプテューヌＶⅡＲ | 新次元遊戲 戰機少女ＶⅡＲ,74.0
19442,"Species: Artificial Life, Real Evolution",74.0
19449,YUMENIKKI -DREAM DIARY-,67.0
19451,Project Winter,70.0
19457,Crusaders of Light,55.0
19476,MotoGP™18,65.0
19478,Rise of Liberty,87.0
19497,永遠消失的幻想鄉 ～ The Disappearing of Gensokyo,86.0
19501,Abasralsa,69.0
19513,Sos i Pie Sos,69.0
19521,Blush Blush,89.0
19525,KOEWOTAYORINI SP / 声之寄托SP,95.0
19527,Tren0,84.0
19543,众生,81.0
19547,Yet Another Research Dog,85.0
19551,WAR PARTY,82.0
19557,Fluffy Horde,83.0
19571,Squirm,97.0
19586,Foto Flash,94.0
19589,Amorous,78.0
19607,Daemonical,74.0
19620,Ninja Tycoon,73.0
19630,Scavenger SV-4,86.0
19632,妄想症：Deliver Me,89.0
19633,Ready Player One: OASIS beta,65.0
19644,Space Between Worlds,96.0
19654,Summer Funland,92.0
19657,Unruly Heroes,81.0
19678,DK Online,39.0
19695,"OH MY GOD, LOOK AT THIS KNIGHT",96.0
19735,Lake of Voices,94.0
19741,Endless Road,73.0
19746,Battle Tanks: Legends of World War II,63.0
19747,Gazing from beyond,68.0
19749,Bear With Me - Collector's Edition,87.0
19753,淑女同萌！/ HELLO LADY!,98.0
19755,INSOMNIA: The Ark,63.0
19758,Aggressors: Ancient Rome,82.0
19776,牧剑：化神书(Tale Of Swords: Mystery Scroll),81.0
19789,Workers & Resources: Soviet Republic,81.0
19792,CONFLICT OF NATIONS: WORLD WAR 3,49.0
19808,This Is the Police 2,76.0
19811,Moe Jigsaw,81.0
19812,Valthirian Arc: Hero School Story,64.0
19815,Hexologic,96.0
19842,SAO Utils: Beta,78.0
19845,Gleaner Heights,71.0
19869,Super Ledgehop: Double Laser,97.0
19871,Usotsuki Game / 谎言游戏,77.0
19882,Fantasy Versus,81.0
19886,KOEWOTAYORINI / 声之寄托,90.0
19888,Phoenix Wright: Ace Attorney Trilogy / 逆転裁判123 成歩堂セレクション,97.0
19899,Construction Simulator 2 US - Pocket Edition,60.0
19904,Farming Simulator 19,77.0
19913,Otaku's Fantasy 2,68.0
19920,Exiled Kingdoms,84.0
19939,Psychonauts in the Rhombus of Ruin,89.0
19945,Meteor 60 Seconds!,96.0
19950,Horizon Source,46.0
19953,Apartment of Love,62.0
19987,DEAD OR SCHOOL,92.0
20012,THE QUIET MAN™,33.0
20015,Stormbound,67.0
20019,World of Warplanes,59.0
20020,Tick Tock: A Tale for Two,93.0
20023,Impossible Runner,60.0
20026,Valkyria Chronicles 4,88.0
20028,Undead Horde,94.0
20043,Fallen ~Makina and the City of Ruins~,84.0
20064,BombTag,84.0
20070,"Just, Bearly",93.0
20071,Beneath The Surface,92.0
20075,7 Billion Humans,94.0
20088,BattleCON: Online,76.0
20094,Levelhead,96.0
20108,Identity,39.0
20122,Swarmlake,95.0
20135,Final Assault,99.0
20138,SUPER BENBO QUEST: TURBO DELUXE,94.0
20150,Outward,73.0
20162,LET IT DIE,67.0
20169,Clue/Cluedo: The Classic Mystery Game,84.0
20182,Friday the 13th: Killer Puzzle,94.0
20239,GLAD VALAKAS SIMULATOR,96.0
20267,How To Cope With Boredom and Loneliness,93.0
20270,HD Poker: Texas Hold'em,67.0
20288,MXGP PRO,69.0
20294,Professional Fishing,61.0
20296,SUPER DRAGON BALL HEROES WORLD MISSION,85.0
20307,Natural Locomotion,92.0
20315,Zup! 8,96.0
20327,Squidlit,93.0
20340,BREATHE,49.0
20355,Terraforming Mars,49.0
20371,Wayhaven Chronicles: Book One,95.0
20372,Fallen Hero: Rebirth,96.0
20413,UNDER NIGHT IN-BIRTH Exe:Late[st],94.0
20435,Hellbound: Survival Mode,87.0
20453,Mother Simulator,86.0
20458,The Ditzy Demons Are in Love With Me,98.0
20459,Muv-Luv,96.0
20460,Muv-Luv Alternative,97.0
20484,Disgaea 5 Complete / 魔界戦記ディスガイア5,81.0
20498,Plane Mechanic Simulator,77.0
20510,Creed: Rise to Glory™,83.0
20517,Third Front: WWII,67.0
20527,P.A.S.,48.0
20543,Assetto Corsa Competizione,86.0
20556,Putin VS ISIS,95.0
20558,Wrecked,78.0
20563,RUSSIA BATTLEGROUNDS,73.0
20569,Achievements printer part 1,64.0
20579,Her Lie I Tried To Believe,82.0
20593,They Are Hundreds,60.0
20598,Victory At Sea Pacific,58.0
20640,Runes of Magic,50.0
20650,STAR WARS™ Episode I Racer,86.0
20654,ZeroRanger,97.0
20658,Cliff Empire,91.0
20664,BEKKOUAME,97.0
20665,Grimmwood - They Come at Night,68.0
20672,Protolife,84.0
20695,Shining Resonance Refrain,77.0
20698,Radical Heights,58.0
20705,Traum,94.0
20724,NALOGI,79.0
20763,Shortest Trip to Earth,81.0
20768,Assassin's Creed® Odyssey,82.0
20777,The King's Bird,89.0
20807,Scheming Through The Zombie Apocalypse: The Beginning,90.0
20810,Supraland,96.0
20812,Sakura Sadist,85.0
20814,Realm Royale,64.0
20828,Sekiro™: Shadows Die Twice,88.0
20830,Mini World: Block Art,76.0
20832,Changed,92.0
20859,Tiny-Tasy Town,79.0
20867,Green Hell,84.0
20882,PIPE by BMX Streets,89.0
20888,JUMP FORCE,56.0
20892,Space Hulk: Deathwing - Enhanced Edition,68.0
20908,Kingdom Rush Origins,94.0
20909,The Flood,87.0
20913,Hidden Paws,97.0
20940,WWE 2K19,59.0
20956,Golfing Over It with Alva Majo,68.0
20979,Indie Pogo,91.0
20982,LEGO® The Incredibles,81.0
21011,Zanki Zero: Last Beginning,85.0
21018,Gothicc Breaker,92.0
21024,Fear The Wolves,49.0
21039,Picross Fairytale - nonogram: Red Riding Hood secret,80.0
21066,Adventure of a Lifetime,96.0
21069,女装妹妹从没少过麻烦,71.0
21078,Desktop Mascot Engine,69.0
21093,Ria's Hook,83.0
21096,螢幕判官 Behind the Screen,86.0
21099,Floor Kids,84.0
21104,Who Am I: The Tale of Dorothy,94.0
21109,Steven Universe: Save the Light,86.0
21118,Animal Jam - Play Wild!,24.0
21136,Fureraba ~Friend to Lover~,99.0
21145,Wolf Tails,95.0
21148,Spinnortality | cyberpunk management sim,80.0
21151,Totally Accurate Battlegrounds,81.0
21164,Booty Calls,46.0
21165,Isoland 2 - Ashes of Time,99.0
21177,Frightened Beetles,91.0
21181,Objects in Space,74.0
21186,KovaaK's FPS Aim Trainer,94.0
21198,Pure Rock Crawling,87.0
21207,Dude Simulator 2,48.0
21220,STEINS;GATE 0,96.0
21233,CONCLUSE,74.0
21242,I am not a Monster,82.0
21268,Destined,62.0
21275,One Ping Only,91.0
21276,The Mirror Lied,92.0
21277,Treasure Hunter Claire,91.0
21296,NEKO-NIN exHeart 2,96.0
21305,The Stillness of the Wind,83.0
21312,LEGO® DC Super-Villains,87.0
21324,CryoFall,82.0
21349,Jets'n'Guns 2,97.0
21351,Doodle Date,69.0
21371,WARRIORS OROCHI 4 - 無双OROCHI３,85.0
21387,Out of the Park Baseball 20,93.0
21408,Hiveswap Friendsim,94.0
21418,Star Valor,93.0
21451,Fishing Sim World,60.0
21459,Yakuza Kiwami,93.0
21460,Circle Empires,85.0
21463,ATLAS,35.0
21468,La-Mulana 2,87.0
21486,Dreadnought,51.0
21502,Heaven Will Be Mine,96.0
21505,恋爱模拟器 Love Simulation,59.0
21506,月夜下的紅茶杯 ~ Blacktea With Moon,96.0
21519,【SCP】器関ノ彷徨 -The will of a single Tale-【DEMOver.】,88.0
21545,Mary Skelter: Nightmares,90.0
21567,Bloodstained: Curse of the Moon,95.0
21568,Warlords Awakening,72.0
21570,太吾绘卷 The Scroll Of Taiwu,89.0
21571,DEAD OR ALIVE 6,63.0
21586,Cereal Soup,48.0
21620,Survisland / 实境求生,72.0
21630,Garden Paws,89.0
21636,Battle Royale: Survivors 究极求生:大逃杀,45.0
21637,武侠乂 The Swordsmen X,51.0
21648,Mushroom Heroes,83.0
21659,Sword Art Online: Lost Song,78.0
21661,Outlaws of the Old West,66.0
21676,Trap,85.0
21677,Together,74.0
21681,NBA 2K19,28.0
21685,The Great C,91.0
21692,Siralim 3,96.0
21707,Wild West Saga: Idle Tycoon Clicker,67.0
21714,A Walk in the Woods,40.0
21728,Märchen Forest: Mylne and the Forest Gift,86.0
21731,The MISSING: J.J. Macfield and the Island of Memories,91.0
21743,The Bard's Tale Trilogy,95.0
21747,Super Animal Royale,97.0
21794,Cave Digger,82.0
21799,Hypnospace Outlaw,99.0
21802,Heart of the Woods,99.0
21807,Tower Hunter: Erza's Trial,78.0
21809,Fortissimo FA,85.0
21810,Fox Hime Zero,97.0
21816,The Awesome Adventures of Captain Spirit,92.0
21852,BlackFaith,35.0
21853,Touhou: Scarlet Curiosity | 東方紅輝心,93.0
21862,The friends of Ringo Ishikawa,87.0
21876,Moss,92.0
21885,Diner Bros,86.0
21887,The Chronicles of Quiver Dick,95.0
21894,Super Lucky's Tale,87.0
21895,Sunset Overdrive,90.0
21925,Bitcoin Trading Master: Simulator,81.0
21926,Katamari Damacy REROLL,91.0
21928,Subnautica: Below Zero,90.0
21980,Noel The Mortal Fate S1-7,97.0
21991,Escape First,72.0
21994,Starting The Game,92.0
22004,Streamers Company Tycoon 主播经纪公司,51.0
22014,Survival: Last Day,42.0
22015,Touhou Luna Nights,98.0
22027,Mini-Dead,95.0
22032,LUMINES REMASTERED,95.0
22041,Gal*Gun 2,92.0
22043,Battle Royale Tycoon,77.0
22050,RetroMaze,97.0
22067,Away From Earth: Mars,61.0
22082,Adeptus Titanicus: Dominus,85.0
22096,Quarantine Circular,91.0
22097,Equilinox,95.0
22103,Maximum Action,87.0
22126,Pamali: Indonesian Folklore Horror,89.0
22152,Zeliria Sanctuary,85.0
22153,My Brother Rabbit,97.0
22161,Superfighters Deluxe,90.0
22183,One-Way Ticket  / 单程票,65.0
22201,Vカツ / V-Katsu,95.0
22228,ISLAND,98.0
22238,Lagoon Lounge : The Poisonous Fountain,96.0
22251,Nature Calls,90.0
22261,Nova Drift,99.0
22271,Last Tide,70.0
22273,Scalak,98.0
22275,Dawn of Man,80.0
22281,Flowers -Le volume sur ete-,99.0
22292,Seeking Dawn,73.0
22305,Deep Space Waifu: FANTASY,97.0
22363,Factory Town,88.0
22364,Hentai 3018,72.0
22367,Mark of the Ninja: Remastered,94.0
22371,DemonsAreCrazy,43.0
22386,Nefertari: Journey to Eternity,96.0
22403,Kidz,88.0
22425,The Spiral Scouts,95.0
22429,Ding Dong XL,99.0
22430,OK/NORMAL,80.0
22435,关于我被小学女生绑架这件事,88.0
22458,HITMAN™ 2,86.0
22460,Super Seducer 2 : Advanced Seduction Tactics,83.0
22462,Starcom: Nexus,94.0
22478,Marble It Up!,95.0
22497,Radiant One,83.0
22513,AHEGAL,88.0
22527,PLAYNE : The Meditation Game,96.0
22537,BQM - BlockQuest Maker-,83.0
22553,What Never Was,96.0
22558,VR Flush,95.0
22577,Remyadry,88.0
22613,Project Hospital,81.0
22621,killer7,97.0
22640,DEEP SPACE WAIFU: NEKOMIMI,98.0
22671,Stoneshard: Prologue,90.0
22673,Feather Of Praying 羽翼的祈愿,95.0
22693,SimpleRockets 2,86.0
22695,The Miskatonic,85.0
22715,FIGHTING EX LAYER,85.0
22724,Lovecraft's Untold Stories,90.0
22736,Ultimate Custom Night,95.0
22742,Gladiabots,95.0
22743,DERE EVIL .EXE,90.0
22744,BattleRush 2,71.0
22752,Nick Beard: The Fedora of Destiny,87.0
22770,Football Manager 2019,75.0
22778,SharpShooter3D,88.0
22780,ЕСТЬ ДВА СТУЛА,82.0
22781,Teleportals. I swear it's a nice game,95.0
22783,SurvivalZ Battlegrounds,65.0
22785,Hentai Memory,91.0
22788,樱花片落恋模样 This is a very sweet love story.,96.0
22816,To the Core,66.0
22824,MU Legend,46.0
22833,XXX Puzzle,63.0
22868,Scorch,83.0
22869,Furious Seas,94.0
22875,Rehtona  幻境双生,97.0
22880,Occupy White Walls,91.0
22890,Revelation Online,50.0
22898,Aground,98.0
22905,Climb,72.0
22917,Zero Caliber VR,76.0
22959,SIMULACRA: Pipe Dreams,90.0
22963,东方大战争 ~ Touhou Big Big Battle,84.0
22981,Hentai Girl,91.0
22993,Battlerite Royale,62.0
23007,Lucy Got Problems,96.0
